uat.siruta,county.code,cc
48138,BZ,bz
48165,BZ,bz
48227,BZ,bz
48557,BZ,bz
48487,BZ,bz
48682,BZ,bz
48771,BZ,bz
48842,BZ,bz
48922,BZ,bz
48968,BZ,bz
49019,BZ,bz
49046,BZ,bz
49073,BZ,bz
49153,BZ,bz
49206,BZ,bz
49233,BZ,bz
49313,BZ,bz
49439,BZ,bz
49484,BZ,bz
49545,BZ,bz
49625,BZ,bz
49643,BZ,bz
49769,BZ,bz
49849,BZ,bz
49894,BZ,bz
50549,BZ,bz
49956,BZ,bz
50022,BZ,bz
50068,BZ,bz
50399,BZ,bz
50102,BZ,bz
50228,BZ,bz
50326,BZ,bz
50415,BZ,bz
50479,BZ,bz
50790,CS,cs
51010,CS,cs
50889,CS,cs
50923,CS,cs
50969,CS,cs
51056,CS,cs
51118,CS,cs
51207,CS,cs
51243,CS,cs
51305,CS,cs
51332,CS,cs
51387,CS,cs
51449,CS,cs
51500,CS,cs
51546,CS,cs
51573,CS,cs
51626,CS,cs
51662,CS,cs
51699,CS,cs
51751,CS,cs
51804,CS,cs
51840,CS,cs
51948,CS,cs
51984,CS,cs
52035,CS,cs
51877,CS,cs
52062,CS,cs
52115,CS,cs
52160,CS,cs
53489,CS,cs
52570,CS,cs
52650,CS,cs
52696,CS,cs
52721,CS,cs
53700,CS,cs
52758,CS,cs
52785,CS,cs
52856,CS,cs
52909,CS,cs
52936,CS,cs
52954,CS,cs
52990,CS,cs
53023,CS,cs
53069,CS,cs
53103,CS,cs
53130,CS,cs
53167,CS,cs
53210,CS,cs
53247,CS,cs
53274,CS,cs
53327,CS,cs
53345,CS,cs
53372,CS,cs
50987,CS,cs
53425,CS,cs
53513,CS,cs
53577,CS,cs
53639,CS,cs
53675,CS,cs
53728,CS,cs
53755,CS,cs
53791,CS,cs
53853,CS,cs
54056,CS,cs
54109,CS,cs
54163,CS,cs
54350,CS,cs
54270,CS,cs
54305,CS,cs
54387,CS,cs
54412,CS,cs
54485,CS,cs
54500,CS,cs
54537,CS,cs
54573,CS,cs
54617,CS,cs
54699,CS,cs
95060,IS,is
95391,IS,is
95355,IS,is
98373,IS,is
95471,IS,is
95612,IS,is
95667,IS,is
95747,IS,is
100273,IS,is
95792,IS,is
95088,IS,is
95872,IS,is
95943,IS,is
96058,IS,is
96110,IS,is
96147,IS,is
100362,IS,is
96192,IS,is
96254,IS,is
96334,IS,is
96370,IS,is
100282,IS,is
96423,IS,is
96478,IS,is
96593,IS,is
96637,IS,is
96664,IS,is
96717,IS,is
96815,IS,is
96888,IS,is
96904,IS,is
100308,IS,is
96940,IS,is
97009,IS,is
100317,IS,is
97063,IS,is
97090,IS,is
97189,IS,is
97241,IS,is
97321,IS,is
97394,IS,is
97438,IS,is
100326,IS,is
97465,IS,is
95159,IS,is
97517,IS,is
95499,IS,is
97553,IS,is
97606,IS,is
97679,IS,is
97722,IS,is
97777,IS,is
97811,IS,is
97875,IS,is
97919,IS,is
98051,IS,is
98113,IS,is
98168,IS,is
98202,IS,is
98220,IS,is
98257,IS,is
98300,IS,is
98337,IS,is
98435,IS,is
98505,IS,is
98603,IS,is
98649,IS,is
100335,IS,is
98685,IS,is
95239,IS,is
98738,IS,is
100344,IS,is
98774,IS,is
98916,IS,is
98827,IS,is
98998,IS,is
99058,IS,is
99101,IS,is
99165,IS,is
99209,IS,is
99290,IS,is
99370,IS,is
99441,IS,is
99478,IS,is
99539,IS,is
95293,IS,is
99600,IS,is
99673,IS,is
99780,IS,is
99879,IS,is
99922,IS,is
96003,IS,is
100353,IS,is
99968,IS,is
100086,IS,is
100004,IS,is
100148,IS,is
100219,IS,is
86687,HD,hd
87291,HD,hd
86810,HD,hd
87059,HD,hd
87638,HD,hd
86990,HD,hd
87175,HD,hd
87219,HD,hd
87424,HD,hd
89561,HD,hd
87576,HD,hd
87077,HD,hd
87665,HD,hd
87139,HD,hd
87745,HD,hd
87843,HD,hd
87996,HD,hd
88047,HD,hd
88092,HD,hd
87246,HD,hd
88216,HD,hd
88261,HD,hd
88350,HD,hd
88449,HD,hd
88546,HD,hd
88644,HD,hd
88788,HD,hd
88868,HD,hd
88920,HD,hd
89026,HD,hd
89080,HD,hd
86749,HD,hd
89151,HD,hd
89240,HD,hd
87362,HD,hd
89348,HD,hd
89428,HD,hd
91731,HD,hd
86883,HD,hd
89687,HD,hd
89801,HD,hd
89856,HD,hd
89954,HD,hd
90066,HD,hd
90119,HD,hd
90208,HD,hd
90262,HD,hd
90342,HD,hd
90431,HD,hd
90538,HD,hd
90663,HD,hd
90725,HD,hd
90878,HD,hd
90805,HD,hd
90994,HD,hd
91054,HD,hd
91116,HD,hd
91232,HD,hd
91330,HD,hd
86936,HD,hd
91447,HD,hd
91535,HD,hd
91624,HD,hd
91688,HD,hd
91795,HD,hd
91937,HD,hd
91982,HD,hd
92097,HD,hd
92177,HD,hd
69900,DJ,dj
70316,DJ,dj
70352,DJ,dj
70879,DJ,dj
72007,DJ,dj
70414,DJ,dj
70502,DJ,dj
70520,DJ,dj
70566,DJ,dj
70637,DJ,dj
70673,DJ,dj
70726,DJ,dj
70744,DJ,dj
70940,DJ,dj
70897,DJ,dj
70968,DJ,dj
70986,DJ,dj
71126,DJ,dj
71199,DJ,dj
71055,DJ,dj
71260,DJ,dj
69964,DJ,dj
71340,DJ,dj
71457,DJ,dj
71518,DJ,dj
71536,DJ,dj
71572,DJ,dj
74842,DJ,dj
71607,DJ,dj
74859,DJ,dj
74867,DJ,dj
71634,DJ,dj
71698,DJ,dj
71723,DJ,dj
71787,DJ,dj
71812,DJ,dj
71858,DJ,dj
71885,DJ,dj
71910,DJ,dj
74875,DJ,dj
71956,DJ,dj
72034,DJ,dj
72052,DJ,dj
72098,DJ,dj
74883,DJ,dj
72150,DJ,dj
72221,DJ,dj
72276,DJ,dj
72383,DJ,dj
74891,DJ,dj
72579,DJ,dj
72409,DJ,dj
74907,DJ,dj
74915,DJ,dj
72463,DJ,dj
72506,DJ,dj
72533,DJ,dj
72604,DJ,dj
72640,DJ,dj
72677,DJ,dj
72819,DJ,dj
70094,DJ,dj
72882,DJ,dj
74923,DJ,dj
72926,DJ,dj
72953,DJ,dj
73031,DJ,dj
73068,DJ,dj
72980,DJ,dj
73013,DJ,dj
73317,DJ,dj
73102,DJ,dj
73246,DJ,dj
73335,DJ,dj
73371,DJ,dj
73460,DJ,dj
73503,DJ,dj
73567,DJ,dj
73594,DJ,dj
73629,DJ,dj
73665,DJ,dj
73709,DJ,dj
74931,DJ,dj
70110,DJ,dj
73736,DJ,dj
73772,DJ,dj
73852,DJ,dj
73905,DJ,dj
73923,DJ,dj
74949,DJ,dj
73996,DJ,dj
74028,DJ,dj
74073,DJ,dj
74108,DJ,dj
74135,DJ,dj
74171,DJ,dj
74224,DJ,dj
74242,DJ,dj
70174,DJ,dj
74956,DJ,dj
74322,DJ,dj
74359,DJ,dj
74411,DJ,dj
74509,DJ,dj
74536,DJ,dj
74554,DJ,dj
74581,DJ,dj
74732,DJ,dj
74750,DJ,dj
74616,DJ,dj
74705,DJ,dj
109773,MH,mh
110063,MH,mh
109924,MH,mh
110116,MH,mh
110232,MH,mh
110296,MH,mh
110456,MH,mh
110535,MH,mh
110571,MH,mh
110688,MH,mh
114060,MH,mh
110740,MH,mh
110820,MH,mh
110875,MH,mh
110946,MH,mh
111006,MH,mh
111097,MH,mh
111220,MH,mh
111275,MH,mh
111417,MH,mh
111444,MH,mh
111550,MH,mh
111480,MH,mh
112904,MH,mh
111587,MH,mh
112245,MH,mh
111685,MH,mh
111783,MH,mh
111818,MH,mh
111863,MH,mh
111916,MH,mh
111989,MH,mh
112030,MH,mh
112076,MH,mh
112129,MH,mh
112263,MH,mh
112334,MH,mh
112370,MH,mh
112469,MH,mh
112548,MH,mh
112600,MH,mh
112664,MH,mh
112744,MH,mh
110027,MH,mh
112771,MH,mh
112806,MH,mh
112879,MH,mh
112959,MH,mh
112995,MH,mh
113153,MH,mh
113206,MH,mh
113233,MH,mh
113395,MH,mh
113466,MH,mh
113493,MH,mh
113518,MH,mh
113607,MH,mh
109826,MH,mh
113625,MH,mh
113698,MH,mh
113732,MH,mh
113849,MH,mh
113894,MH,mh
113929,MH,mh
113974,MH,mh
114079,MH,mh
65342,DB,db
65841,DB,db
65609,DB,db
65681,DB,db
65921,DB,db
68627,DB,db
66081,DB,db
65379,DB,db
66198,DB,db
66223,DB,db
66330,DB,db
66401,DB,db
66152,DB,db
66009,DB,db
101341,DB,db
66438,DB,db
66474,DB,db
101564,DB,db
66526,DB,db
101840,DB,db
66580,DB,db
66697,DB,db
66731,DB,db
66768,DB,db
66857,DB,db
66955,DB,db
67014,DB,db
67121,DB,db
67167,DB,db
102286,DB,db
67256,DB,db
67292,DB,db
65413,DB,db
67327,DB,db
67407,DB,db
67470,DB,db
67522,DB,db
65707,DB,db
67595,DB,db
67648,DB,db
67675,DB,db
67737,DB,db
65869,DB,db
67773,DB,db
67835,DB,db
67906,DB,db
67942,DB,db
68002,DB,db
68048,DB,db
68128,DB,db
68182,DB,db
68253,DB,db
65645,DB,db
104387,DB,db
68280,DB,db
68324,DB,db
68342,DB,db
179935,DB,db
65752,DB,db
179908,DB,db
68404,DB,db
68431,DB,db
68468,DB,db
68529,DB,db
68565,DB,db
179891,DB,db
179926,DB,db
65431,DB,db
179917,DB,db
68716,DB,db
68789,DB,db
105142,DB,db
68887,DB,db
65477,DB,db
105534,DB,db
68921,DB,db
68976,DB,db
65501,DB,db
69063,DB,db
69170,DB,db
69250,DB,db
69303,DB,db
69447,DB,db
69330,DB,db
69394,DB,db
179711,DB,db
69526,DB,db
69615,DB,db
179640,DB,db
54975,CJ,cj
55357,CJ,cj
55008,CJ,cj
55384,CJ,cj
55259,CJ,cj
55446,CJ,cj
55473,CJ,cj
55598,CJ,cj
55623,CJ,cj
55687,CJ,cj
55776,CJ,cj
55838,CJ,cj
55918,CJ,cj
56014,CJ,cj
56096,CJ,cj
56210,CJ,cj
56265,CJ,cj
56327,CJ,cj
56354,CJ,cj
56425,CJ,cj
56461,CJ,cj
56522,CJ,cj
56568,CJ,cj
56666,CJ,cj
56773,CJ,cj
57314,CJ,cj
56844,CJ,cj
56988,CJ,cj
57083,CJ,cj
57163,CJ,cj
57225,CJ,cj
57350,CJ,cj
57449,CJ,cj
55062,CJ,cj
57546,CJ,cj
57582,CJ,cj
57644,CJ,cj
57706,CJ,cj
57742,CJ,cj
57948,CJ,cj
57831,CJ,cj
57902,CJ,cj
58008,CJ,cj
58142,CJ,cj
58204,CJ,cj
55106,CJ,cj
58259,CJ,cj
58311,CJ,cj
58357,CJ,cj
58393,CJ,cj
58464,CJ,cj
58534,CJ,cj
55160,CJ,cj
55277,CJ,cj
58552,CJ,cj
58623,CJ,cj
58721,CJ,cj
60169,CJ,cj
58856,CJ,cj
58794,CJ,cj
58918,CJ,cj
58990,CJ,cj
59041,CJ,cj
59130,CJ,cj
59238,CJ,cj
59283,CJ,cj
55311,CJ,cj
59327,CJ,cj
59434,CJ,cj
59498,CJ,cj
59586,CJ,cj
59416,CJ,cj
59657,CJ,cj
59693,CJ,cj
59764,CJ,cj
59826,CJ,cj
59880,CJ,cj
59942,CJ,cj
60062,CJ,cj
60099,CJ,cj
60026,CJ,cj
151790,TR,tr
151870,TR,tr
151683,TR,tr
151905,TR,tr
151978,TR,tr
151996,TR,tr
152038,TR,tr
155083,TR,tr
155092,TR,tr
152083,TR,tr
152127,TR,tr
152172,TR,tr
152234,TR,tr
152252,TR,tr
152270,TR,tr
152314,TR,tr
152332,TR,tr
152350,TR,tr
152412,TR,tr
152467,TR,tr
152500,TR,tr
152528,TR,tr
151709,TR,tr
152564,TR,tr
152582,TR,tr
152617,TR,tr
152662,TR,tr
151932,TR,tr
152724,TR,tr
152760,TR,tr
155109,TR,tr
152797,TR,tr
152868,TR,tr
152902,TR,tr
155118,TR,tr
155127,TR,tr
152993,TR,tr
152948,TR,tr
153026,TR,tr
153062,TR,tr
151736,TR,tr
153106,TR,tr
153124,TR,tr
151763,TR,tr
153151,TR,tr
153204,TR,tr
153240,TR,tr
153277,TR,tr
153339,TR,tr
153295,TR,tr
153384,TR,tr
151816,TR,tr
153400,TR,tr
153437,TR,tr
154996,TR,tr
153473,TR,tr
153507,TR,tr
153543,TR,tr
153561,TR,tr
153589,TR,tr
153623,TR,tr
153605,TR,tr
153696,TR,tr
151834,TR,tr
155136,TR,tr
153829,TR,tr
153865,TR,tr
153909,TR,tr
155145,TR,tr
153936,TR,tr
153972,TR,tr
154308,TR,tr
154013,TR,tr
154068,TR,tr
154139,TR,tr
154184,TR,tr
154166,TR,tr
154228,TR,tr
154282,TR,tr
154344,TR,tr
154380,TR,tr
154415,TR,tr
154460,TR,tr
154497,TR,tr
154521,TR,tr
154585,TR,tr
154665,TR,tr
154736,TR,tr
154754,TR,tr
154790,TR,tr
154834,TR,tr
155154,TR,tr
154932,TR,tr
154852,TR,tr
154914,TR,tr
153776,TR,tr
154978,TR,tr
114319,MS,ms
114809,MS,ms
114514,MS,ms
114925,MS,ms
117827,MS,ms
114710,MS,ms
118281,MS,ms
119242,MS,ms
119331,MS,ms
114854,MS,ms
119894,MS,ms
114970,MS,ms
115076,MS,ms
114603,MS,ms
115147,MS,ms
115183,MS,ms
115236,MS,ms
115307,MS,ms
115389,MS,ms
115520,MS,ms
115575,MS,ms
115600,MS,ms
115637,MS,ms
115708,MS,ms
120511,MS,ms
115771,MS,ms
115824,MS,ms
115897,MS,ms
115851,MS,ms
115959,MS,ms
116046,MS,ms
120478,MS,ms
116126,MS,ms
116171,MS,ms
120487,MS,ms
116224,MS,ms
116288,MS,ms
116340,MS,ms
114355,MS,ms
116395,MS,ms
116439,MS,ms
116493,MS,ms
116545,MS,ms
116590,MS,ms
116652,MS,ms
116723,MS,ms
116796,MS,ms
116867,MS,ms
116938,MS,ms
116983,MS,ms
117042,MS,ms
117113,MS,ms
117177,MS,ms
117275,MS,ms
117319,MS,ms
117426,MS,ms
117505,MS,ms
117550,MS,ms
117667,MS,ms
117783,MS,ms
117925,MS,ms
117998,MS,ms
118058,MS,ms
120502,MS,ms
118094,MS,ms
118209,MS,ms
118370,MS,ms
118469,MS,ms
118511,MS,ms
118575,MS,ms
118637,MS,ms
118691,MS,ms
118753,MS,ms
118799,MS,ms
118824,MS,ms
118931,MS,ms
118995,MS,ms
119153,MS,ms
119206,MS,ms
120496,MS,ms
114382,MS,ms
114417,MS,ms
119386,MS,ms
119466,MS,ms
119527,MS,ms
114453,MS,ms
119590,MS,ms
119625,MS,ms
119661,MS,ms
119723,MS,ms
119750,MS,ms
119803,MS,ms
119858,MS,ms
119974,MS,ms
120076,MS,ms
120138,MS,ms
120254,MS,ms
120174,MS,ms
120218,MS,ms
120316,MS,ms
120343,MS,ms
120370,MS,ms
32394,BN,bn
32483,BN,bn
32544,BN,bn
32599,BN,bn
32633,BN,bn
32660,BN,bn
32704,BN,bn
32768,BN,bn
32811,BN,bn
32884,BN,bn
33015,BN,bn
33122,BN,bn
179953,BN,bn
32955,BN,bn
33177,BN,bn
33202,BN,bn
179686,BN,bn
33248,BN,bn
33275,BN,bn
33337,BN,bn
33364,BN,bn
33382,BN,bn
33435,BN,bn
33514,BN,bn
33541,BN,bn
33603,BN,bn
33621,BN,bn
33658,BN,bn
33729,BN,bn
33765,BN,bn
33845,BN,bn
33881,BN,bn
33952,BN,bn
179659,BN,bn
33989,BN,bn
34075,BN,bn
34155,BN,bn
34173,BN,bn
179720,BN,bn
34235,BN,bn
34262,BN,bn
34280,BN,bn
34333,BN,bn
34360,BN,bn
179944,BN,bn
34397,BN,bn
34477,BN,bn
34422,BN,bn
34547,BN,bn
34618,BN,bn
34645,BN,bn
34690,BN,bn
34770,BN,bn
34850,BN,bn
34903,BN,bn
35152,BN,bn
34985,BN,bn
35054,BN,bn
35090,BN,bn
35269,BN,bn
35312,BN,bn
35429,BN,bn
77812,GJ,gj
78141,GJ,gj
79308,GJ,gj
78258,GJ,gj
82895,GJ,gj
78329,GJ,gj
82430,GJ,gj
82617,GJ,gj
78454,GJ,gj
78472,GJ,gj
78542,GJ,gj
78604,GJ,gj
78668,GJ,gj
78711,GJ,gj
78748,GJ,gj
77910,GJ,gj
78828,GJ,gj
79004,GJ,gj
78873,GJ,gj
78926,GJ,gj
79077,GJ,gj
79157,GJ,gj
79237,GJ,gj
79362,GJ,gj
79406,GJ,gj
79497,GJ,gj
79585,GJ,gj
79736,GJ,gj
79656,GJ,gj
79834,GJ,gj
79932,GJ,gj
80043,GJ,gj
80123,GJ,gj
80249,GJ,gj
78016,GJ,gj
80285,GJ,gj
80365,GJ,gj
80427,GJ,gj
80506,GJ,gj
80560,GJ,gj
80613,GJ,gj
80677,GJ,gj
80711,GJ,gj
80766,GJ,gj
80846,GJ,gj
80908,GJ,gj
80980,GJ,gj
81095,GJ,gj
81184,GJ,gj
81264,GJ,gj
81380,GJ,gj
81415,GJ,gj
81497,GJ,gj
81576,GJ,gj
81656,GJ,gj
81754,GJ,gj
81816,GJ,gj
81987,GJ,gj
81861,GJ,gj
82047,GJ,gj
82136,GJ,gj
82243,GJ,gj
82314,GJ,gj
82396,GJ,gj
82555,GJ,gj
78089,GJ,gj
82680,GJ,gj
82733,GJ,gj
82779,GJ,gj
82831,GJ,gj
1017,AB,ab
1213,AB,ab
1348,AB,ab
1874,AB,ab
1151,AB,ab
2915,AB,ab
1455,AB,ab
1696,AB,ab
1794,AB,ab
8096,AB,ab
1936,AB,ab
2130,AB,ab
2309,AB,ab
2381,AB,ab
2577,AB,ab
2988,AB,ab
3039,AB,ab
3397,AB,ab
9026,AB,ab
3459,AB,ab
4106,AB,ab
3761,AB,ab
3805,AB,ab
3841,AB,ab
3958,AB,ab
1071,AB,ab
4008,AB,ab
4188,AB,ab
4142,AB,ab
9019,AB,ab
4240,AB,ab
4268,AB,ab
4302,AB,ab
4366,AB,ab
4482,AB,ab
4525,AB,ab
4703,AB,ab
4767,AB,ab
4927,AB,ab
4981,AB,ab
5103,AB,ab
5167,AB,ab
5210,AB,ab
5309,AB,ab
5336,AB,ab
5577,AB,ab
5700,AB,ab
5755,AB,ab
5826,AB,ab
6048,AB,ab
6119,AB,ab
6164,AB,ab
6217,AB,ab
6271,AB,ab
6397,AB,ab
6468,AB,ab
6547,AB,ab
6627,AB,ab
6592,AB,ab
6930,AB,ab
6761,AB,ab
6976,AB,ab
7044,AB,ab
7099,AB,ab
7348,AB,ab
7384,AB,ab
7197,AB,ab
7446,AB,ab
7767,AB,ab
7810,AB,ab
7865,AB,ab
7945,AB,ab
8014,AB,ab
8158,AB,ab
8229,AB,ab
8354,AB,ab
8425,AB,ab
8826,AB,ab
75098,GL,gl
75203,GL,gl
75338,GL,gl
75472,GL,gl
75515,GL,gl
75542,GL,gl
75613,GL,gl
75668,GL,gl
75686,GL,gl
75356,GL,gl
75711,GL,gl
75766,GL,gl
75819,GL,gl
75864,GL,gl
75917,GL,gl
76004,GL,gl
75953,GL,gl
76040,GL,gl
76111,GL,gl
76139,GL,gl
76157,GL,gl
77595,GL,gl
75221,GL,gl
76175,GL,gl
76255,GL,gl
76282,GL,gl
76317,GL,gl
76353,GL,gl
76406,GL,gl
76497,GL,gl
76558,GL,gl
76585,GL,gl
76601,GL,gl
76638,GL,gl
76674,GL,gl
76692,GL,gl
76718,GL,gl
76745,GL,gl
75258,GL,gl
76763,GL,gl
77579,GL,gl
76807,GL,gl
76932,GL,gl
76969,GL,gl
76996,GL,gl
77587,GL,gl
77028,GL,gl
77561,GL,gl
77082,GL,gl
77126,GL,gl
77153,GL,gl
77180,GL,gl
77224,GL,gl
77260,GL,gl
77288,GL,gl
77601,GL,gl
75114,GL,gl
77313,GL,gl
77331,GL,gl
77377,GL,gl
77402,GL,gl
77475,GL,gl
75150,GL,gl
77509,GL,gl
77536,GL,gl
26564,BH,bh
26804,BH,bh
26877,BH,bh
26975,BH,bh
26699,BH,bh
26920,BH,bh
30915,BH,bh
26840,BH,bh
32027,BH,bh
27007,BH,bh
27070,BH,bh
27169,BH,bh
26742,BH,bh
27212,BH,bh
27285,BH,bh
27329,BH,bh
27383,BH,bh
27436,BH,bh
27506,BH,bh
27560,BH,bh
27631,BH,bh
27686,BH,bh
27757,BH,bh
27846,BH,bh
27908,BH,bh
27935,BH,bh
27971,BH,bh
28077,BH,bh
28139,BH,bh
28193,BH,bh
28709,BH,bh
28246,BH,bh
28335,BH,bh
28415,BH,bh
28497,BH,bh
28530,BH,bh
28665,BH,bh
28763,BH,bh
28816,BH,bh
28889,BH,bh
28941,BH,bh
29001,BH,bh
29038,BH,bh
29092,BH,bh
29154,BH,bh
29243,BH,bh
29341,BH,bh
29403,BH,bh
32195,BH,bh
29467,BH,bh
29519,BH,bh
29573,BH,bh
29662,BH,bh
29724,BH,bh
29760,BH,bh
29813,BH,bh
29902,BH,bh
29948,BH,bh
30014,BH,bh
30069,BH,bh
30149,BH,bh
30229,BH,bh
30274,BH,bh
32161,BH,bh
30336,BH,bh
30416,BH,bh
30470,BH,bh
30568,BH,bh
30648,BH,bh
30719,BH,bh
30773,BH,bh
30844,BH,bh
32187,BH,bh
30871,BH,bh
30988,BH,bh
31011,BH,bh
31057,BH,bh
28610,BH,bh
26582,BH,bh
32179,BH,bh
26653,BH,bh
31128,BH,bh
31208,BH,bh
31262,BH,bh
31333,BH,bh
31379,BH,bh
31422,BH,bh
31510,BH,bh
31565,BH,bh
32153,BH,bh
31609,BH,bh
31654,BH,bh
31716,BH,bh
31789,BH,bh
32201,BH,bh
31841,BH,bh
31878,BH,bh
31921,BH,bh
31976,BH,bh
32090,BH,bh
32045,BH,bh
146263,SV,sv
146502,SV,sv
146539,SV,sv
146628,SV,sv
146744,SV,sv
147358,SV,sv
147633,SV,sv
148006,SV,sv
148612,SV,sv
146584,SV,sv
149227,SV,sv
146931,SV,sv
146370,SV,sv
146655,SV,sv
146708,SV,sv
151095,SV,sv
146799,SV,sv
146860,SV,sv
146904,SV,sv
151530,SV,sv
146995,SV,sv
151576,SV,sv
147036,SV,sv
147054,SV,sv
147072,SV,sv
147134,SV,sv
147161,SV,sv
147205,SV,sv
147241,SV,sv
147465,SV,sv
151521,SV,sv
147526,SV,sv
147580,SV,sv
151503,SV,sv
147713,SV,sv
151451,SV,sv
151567,SV,sv
151433,SV,sv
147786,SV,sv
151497,SV,sv
147884,SV,sv
147937,SV,sv
148097,SV,sv
148202,SV,sv
148131,SV,sv
148293,SV,sv
148328,SV,sv
148382,SV,sv
148426,SV,sv
151488,SV,sv
148453,SV,sv
148514,SV,sv
148667,SV,sv
148694,SV,sv
148729,SV,sv
148765,SV,sv
148872,SV,sv
148916,SV,sv
148970,SV,sv
151512,SV,sv
151549,SV,sv
149101,SV,sv
151479,SV,sv
149049,SV,sv
149138,SV,sv
151442,SV,sv
147660,SV,sv
146281,SV,sv
149183,SV,sv
149290,SV,sv
149316,SV,sv
149370,SV,sv
146325,SV,sv
149414,SV,sv
149502,SV,sv
149539,SV,sv
149584,SV,sv
149655,SV,sv
149682,SV,sv
149753,SV,sv
149833,SV,sv
149780,SV,sv
149851,SV,sv
151585,SV,sv
149931,SV,sv
149968,SV,sv
150043,SV,sv
150070,SV,sv
150114,SV,sv
150178,SV,sv
150196,SV,sv
150221,SV,sv
150258,SV,sv
150294,SV,sv
150310,SV,sv
150356,SV,sv
150418,SV,sv
150445,SV,sv
146432,SV,sv
151460,SV,sv
150524,SV,sv
150588,SV,sv
150702,SV,sv
150766,SV,sv
150891,SV,sv
150935,SV,sv
150980,SV,sv
151022,SV,sv
151077,SV,sv
151558,SV,sv
151120,SV,sv
151157,SV,sv
151246,SV,sv
151344,SV,sv
179221,IF,if
100576,IF,if
179285,IF,if
179409,IF,if
179481,IF,if
179515,IF,if
179533,IF,if
179551,IF,if
102543,IF,if
100834,IF,if
100969,IF,if
101145,IF,if
101298,IF,if
101742,IF,if
179249,IF,if
101902,IF,if
101957,IF,if
102035,IF,if
179588,IF,if
102160,IF,if
102213,IF,if
102473,IF,if
102525,IF,if
179310,IF,if
102570,IF,if
102605,IF,if
103130,IF,if
179347,IF,if
103443,IF,if
103513,IF,if
179383,IF,if
104243,IF,if
179463,IF,if
104421,IF,if
104546,IF,if
104582,IF,if
105160,IF,if
105419,IF,if
105570,IF,if
105936,IF,if
92658,IL,il
92701,IL,il
100683,IL,il
92836,IL,il
93067,IL,il
102749,IL,il
92765,IL,il
100754,IL,il
92783,IL,il
100852,IL,il
92872,IL,il
100870,IL,il
100923,IL,il
92907,IL,il
180064,IL,il
101056,IL,il
179784,IL,il
92989,IL,il
93021,IL,il
179793,IL,il
100709,IL,il
93101,IL,il
93156,IL,il
93209,IL,il
179971,IL,il
93236,IL,il
102240,IL,il
102641,IL,il
102703,IL,il
93575,IL,il
103283,IL,il
93600,IL,il
93628,IL,il
93646,IL,il
93717,IL,il
93735,IL,il
180046,IL,il
103862,IL,il
103960,IL,il
179800,IL,il
100736,IL,il
179980,IL,il
93995,IL,il
94045,IL,il
179999,IL,il
94081,IL,il
104270,IL,il
94107,IL,il
179819,IL,il
94161,IL,il
180000,IL,il
101243,IL,il
94269,IL,il
179828,IL,il
94330,IL,il
180019,IL,il
94376,IL,il
94429,IL,il
94456,IL,il
105026,IL,il
94492,IL,il
94535,IL,il
179702,IL,il
94688,IL,il
105794,IL,il
94795,IL,il
92569,CL,cl
100610,CL,cl
101458,CL,cl
103032,CL,cl
93888,CL,cl
94125,CL,cl
101083,CL,cl
92961,CL,cl
101724,CL,cl
101804,CL,cl
101822,CL,cl
93085,CL,cl
180055,CL,cl
102419,CL,cl
93281,CL,cl
93325,CL,cl
93370,CL,cl
93441,CL,cl
93487,CL,cl
93539,CL,cl
102838,CL,cl
102945,CL,cl
103014,CL,cl
179962,CL,cl
93664,CL,cl
103568,CL,cl
103764,CL,cl
93771,CL,cl
93815,CL,cl
93851,CL,cl
104083,CL,cl
93931,CL,cl
104181,CL,cl
100638,CL,cl
92587,CL,cl
104323,CL,cl
104341,CL,cl
94223,CL,cl
104635,CL,cl
104751,CL,cl
94312,CL,cl
104886,CL,cl
105222,CL,cl
105259,CL,cl
105384,CL,cl
94562,CL,cl
94580,CL,cl
105455,CL,cl
105605,CL,cl
94606,CL,cl
94651,CL,cl
105712,CL,cl
105829,CL,cl
94731,CL,cl
94768,CL,cl
136483,SM,sm
136526,SM,sm
136848,SM,sm
138039,SM,sm
136599,SM,sm
136642,SM,sm
136713,SM,sm
179873,SM,sm
136768,SM,sm
136802,SM,sm
136919,SM,sm
137103,SM,sm
136964,SM,sm
137032,SM,sm
137069,SM,sm
137130,SM,sm
137185,SM,sm
137229,SM,sm
137274,SM,sm
179677,SM,sm
136553,SM,sm
137292,SM,sm
137363,SM,sm
137407,SM,sm
179882,SM,sm
137443,SM,sm
137504,SM,sm
137540,SM,sm
137611,SM,sm
137675,SM,sm
137728,SM,sm
137746,SM,sm
137764,SM,sm
137844,SM,sm
137899,SM,sm
137960,SM,sm
138084,SM,sm
138164,SM,sm
138208,SM,sm
138280,SM,sm
138351,SM,sm
138431,SM,sm
138501,SM,sm
138538,SM,sm
138574,SM,sm
138618,SM,sm
180028,SM,sm
180091,SM,sm
138663,SM,sm
138734,SM,sm
138770,SM,sm
138805,SM,sm
138869,SM,sm
138921,SM,sm
139009,SM,sm
139143,SM,sm
139054,SM,sm
139107,SM,sm
139170,SM,sm
139214,SM,sm
139250,SM,sm
139287,SM,sm
139330,SM,sm
139358,SM,sm
139394,SM,sm
155243,TM,tm
155350,TM,tm
155403,TM,tm
156357,TM,tm
155458,TM,tm
156801,TM,tm
157086,TM,tm
155494,TM,tm
158314,TM,tm
155528,TM,tm
155546,TM,tm
155591,TM,tm
