SIRUTA,Cod judet
117827,MS
114710,MS
118281,MS
119242,MS
119331,MS
114854,MS
119894,MS
114970,MS
115076,MS
114603,MS
115147,MS
115183,MS
115236,MS
115307,MS
115389,MS
115520,MS
115575,MS
115600,MS
115637,MS
115708,MS
120511,MS
115771,MS
115824,MS
115897,MS
115851,MS
115959,MS
116046,MS
120478,MS
116126,MS
116171,MS
120487,MS
116224,MS
116288,MS
116340,MS
114355,MS
116395,MS
116439,MS
116493,MS
116545,MS
116590,MS
116652,MS
116723,MS
116796,MS
116867,MS
116938,MS
116983,MS
117042,MS
117113,MS
117177,MS
117275,MS
117319,MS
117426,MS
117505,MS
117550,MS
117667,MS
117783,MS
117925,MS
117998,MS
118058,MS
120502,MS
118094,MS
118209,MS
118370,MS
118469,MS
118511,MS
118575,MS
118637,MS
118691,MS
118753,MS
118799,MS
118824,MS
118931,MS
118995,MS
119153,MS
119206,MS
120496,MS
114382,MS
114417,MS
119386,MS
119466,MS
119527,MS
114453,MS
119590,MS
119625,MS
119661,MS
119723,MS
119750,MS
119803,MS
119858,MS
119974,MS
120076,MS
120138,MS
120254,MS
120174,MS
120218,MS
120316,MS
120343,MS
120370,MS
32394,BN
32483,BN
32544,BN
32599,BN
32633,BN
32660,BN
32704,BN
32768,BN
32811,BN
32884,BN
33015,BN
33122,BN
179953,BN
32955,BN
33177,BN
33202,BN
179686,BN
33248,BN
33275,BN
33337,BN
33364,BN
33382,BN
33435,BN
33514,BN
33541,BN
33603,BN
33621,BN
33658,BN
33729,BN
33765,BN
33845,BN
33881,BN
33952,BN
179659,BN
33989,BN
34075,BN
34155,BN
34173,BN
179720,BN
34235,BN
34262,BN
34280,BN
34333,BN
34360,BN
179944,BN
34397,BN
34477,BN
34422,BN
34547,BN
34618,BN
34645,BN
34690,BN
34770,BN
34850,BN
34903,BN
35152,BN
34985,BN
35054,BN
35090,BN
35269,BN
35312,BN
35429,BN
77812,GJ
78141,GJ
79308,GJ
78258,GJ
82895,GJ
78329,GJ
82430,GJ
82617,GJ
78454,GJ
78472,GJ
78542,GJ
78604,GJ
78668,GJ
78711,GJ
78748,GJ
77910,GJ
78828,GJ
79004,GJ
78873,GJ
78926,GJ
79077,GJ
79157,GJ
79237,GJ
79362,GJ
79406,GJ
79497,GJ
79585,GJ
79736,GJ
79656,GJ
79834,GJ
79932,GJ
80043,GJ
80123,GJ
80249,GJ
78016,GJ
80285,GJ
80365,GJ
80427,GJ
80506,GJ
80560,GJ
80613,GJ
80677,GJ
80711,GJ
80766,GJ
80846,GJ
80908,GJ
80980,GJ
81095,GJ
81184,GJ
81264,GJ
81380,GJ
81415,GJ
81497,GJ
81576,GJ
81656,GJ
81754,GJ
81816,GJ
81987,GJ
81861,GJ
82047,GJ
82136,GJ
82243,GJ
82314,GJ
82396,GJ
82555,GJ
78089,GJ
82680,GJ
82733,GJ
82779,GJ
82831,GJ
1017,AB
1213,AB
1348,AB
1874,AB
1151,AB
2915,AB
1455,AB
1696,AB
1794,AB
8096,AB
1936,AB
2130,AB
2309,AB
2381,AB
2577,AB
2988,AB
3039,AB
3397,AB
9026,AB
3459,AB
4106,AB
3761,AB
3805,AB
3841,AB
3958,AB
1071,AB
4008,AB
4188,AB
4142,AB
9019,AB
4240,AB
4268,AB
4302,AB
4366,AB
4482,AB
4525,AB
4703,AB
4767,AB
4927,AB
4981,AB
5103,AB
5167,AB
5210,AB
5309,AB
5336,AB
5577,AB
5700,AB
5755,AB
5826,AB
6048,AB
6119,AB
6164,AB
6217,AB
6271,AB
6397,AB
6468,AB
6547,AB
6627,AB
6592,AB
6930,AB
6761,AB
6976,AB
7044,AB
7099,AB
7348,AB
7384,AB
7197,AB
7446,AB
7767,AB
7810,AB
7865,AB
7945,AB
8014,AB
8158,AB
8229,AB
8354,AB
8425,AB
8826,AB
75098,GL
75203,GL
75338,GL
75472,GL
75515,GL
75542,GL
75613,GL
75668,GL
75686,GL
75356,GL
75711,GL
75766,GL
75819,GL
75864,GL
75917,GL
76004,GL
75953,GL
76040,GL
76111,GL
76139,GL
76157,GL
77595,GL
75221,GL
76175,GL
76255,GL
76282,GL
76317,GL
76353,GL
76406,GL
76497,GL
76558,GL
76585,GL
76601,GL
76638,GL
76674,GL
76692,GL
76718,GL
76745,GL
75258,GL
76763,GL
77579,GL
76807,GL
76932,GL
76969,GL
76996,GL
77587,GL
77028,GL
77561,GL
77082,GL
77126,GL
77153,GL
77180,GL
77224,GL
77260,GL
77288,GL
77601,GL
75114,GL
77313,GL
77331,GL
77377,GL
77402,GL
77475,GL
75150,GL
77509,GL
77536,GL
26564,BH
26804,BH
26877,BH
26975,BH
26699,BH
26920,BH
30915,BH
26840,BH
32027,BH
27007,BH
27070,BH
27169,BH
26742,BH
27212,BH
27285,BH
27329,BH
27383,BH
27436,BH
27506,BH
27560,BH
27631,BH
27686,BH
27757,BH
27846,BH
27908,BH
27935,BH
27971,BH
28077,BH
28139,BH
28193,BH
28709,BH
28246,BH
28335,BH
28415,BH
28497,BH
28530,BH
28665,BH
28763,BH
28816,BH
28889,BH
28941,BH
29001,BH
29038,BH
29092,BH
29154,BH
29243,BH
29341,BH
29403,BH
32195,BH
29467,BH
29519,BH
29573,BH
29662,BH
29724,BH
29760,BH
29813,BH
29902,BH
29948,BH
30014,BH
30069,BH
30149,BH
30229,BH
30274,BH
32161,BH
30336,BH
30416,BH
30470,BH
30568,BH
30648,BH
30719,BH
30773,BH
30844,BH
32187,BH
30871,BH
30988,BH
31011,BH
31057,BH
28610,BH
26582,BH
32179,BH
26653,BH
31128,BH
31208,BH
31262,BH
31333,BH
31379,BH
31422,BH
31510,BH
31565,BH
32153,BH
31609,BH
31654,BH
31716,BH
31789,BH
32201,BH
31841,BH
31878,BH
31921,BH
31976,BH
32090,BH
32045,BH
146263,SV
146502,SV
146539,SV
146628,SV
146744,SV
147358,SV
147633,SV
148006,SV
148612,SV
146584,SV
149227,SV
146931,SV
146370,SV
146655,SV
146708,SV
151095,SV
146799,SV
146860,SV
146904,SV
151530,SV
146995,SV
151576,SV
147036,SV
147054,SV
147072,SV
147134,SV
147161,SV
147205,SV
147241,SV
147465,SV
151521,SV
147526,SV
147580,SV
151503,SV
147713,SV
151451,SV
151567,SV
151433,SV
147786,SV
151497,SV
147884,SV
147937,SV
148097,SV
148202,SV
148131,SV
148293,SV
148328,SV
148382,SV
148426,SV
151488,SV
148453,SV
148514,SV
148667,SV
148694,SV
148729,SV
148765,SV
148872,SV
148916,SV
148970,SV
151512,SV
151549,SV
149101,SV
151479,SV
149049,SV
149138,SV
151442,SV
147660,SV
146281,SV
149183,SV
149290,SV
149316,SV
149370,SV
146325,SV
149414,SV
149502,SV
149539,SV
149584,SV
149655,SV
149682,SV
149753,SV
149833,SV
149780,SV
149851,SV
151585,SV
149931,SV
149968,SV
150043,SV
150070,SV
150114,SV
150178,SV
150196,SV
150221,SV
150258,SV
150294,SV
150310,SV
150356,SV
150418,SV
150445,SV
146432,SV
151460,SV
150524,SV
150588,SV
150702,SV
150766,SV
150891,SV
150935,SV
150980,SV
151022,SV
151077,SV
151558,SV
151120,SV
151157,SV
151246,SV
151344,SV
179221,IF
100576,IF
179285,IF
179409,IF
179481,IF
179515,IF
179533,IF
179551,IF
102543,IF
100834,IF
100969,IF
101145,IF
101298,IF
101742,IF
179249,IF
101902,IF
101957,IF
102035,IF
179588,IF
102160,IF
102213,IF
102473,IF
102525,IF
179310,IF
102570,IF
102605,IF
103130,IF
179347,IF
103443,IF
103513,IF
179383,IF
104243,IF
179463,IF
104421,IF
104546,IF
104582,IF
105160,IF
105419,IF
105570,IF
105936,IF
92658,IL
92701,IL
100683,IL
92836,IL
93067,IL
102749,IL
92765,IL
100754,IL
92783,IL
100852,IL
92872,IL
100870,IL
100923,IL
92907,IL
180064,IL
101056,IL
179784,IL
92989,IL
93021,IL
179793,IL
100709,IL
93101,IL
93156,IL
93209,IL
179971,IL
93236,IL
102240,IL
102641,IL
102703,IL
93575,IL
103283,IL
93600,IL
93628,IL
93646,IL
93717,IL
93735,IL
180046,IL
103862,IL
103960,IL
179800,IL
100736,IL
179980,IL
93995,IL
94045,IL
179999,IL
94081,IL
104270,IL
94107,IL
179819,IL
94161,IL
180000,IL
101243,IL
94269,IL
179828,IL
94330,IL
180019,IL
94376,IL
94429,IL
94456,IL
105026,IL
94492,IL
94535,IL
179702,IL
94688,IL
105794,IL
94795,IL
92569,CL
100610,CL
101458,CL
103032,CL
93888,CL
94125,CL
101083,CL
92961,CL
101724,CL
101804,CL
101822,CL
93085,CL
180055,CL
102419,CL
93281,CL
93325,CL
93370,CL
93441,CL
93487,CL
93539,CL
102838,CL
102945,CL
103014,CL
179962,CL
93664,CL
103568,CL
103764,CL
93771,CL
93815,CL
93851,CL
104083,CL
93931,CL
104181,CL
100638,CL
92587,CL
104323,CL
104341,CL
94223,CL
104635,CL
104751,CL
94312,CL
104886,CL
105222,CL
105259,CL
105384,CL
94562,CL
94580,CL
105455,CL
105605,CL
94606,CL
94651,CL
105712,CL
105829,CL
94731,CL
94768,CL
136483,SM
136526,SM
136848,SM
138039,SM
136599,SM
136642,SM
136713,SM
179873,SM
136768,SM
136802,SM
136919,SM
137103,SM
136964,SM
137032,SM
137069,SM
137130,SM
137185,SM
137229,SM
137274,SM
179677,SM
136553,SM
137292,SM
137363,SM
137407,SM
179882,SM
137443,SM
137504,SM
137540,SM
137611,SM
137675,SM
137728,SM
137746,SM
137764,SM
137844,SM
137899,SM
137960,SM
138084,SM
138164,SM
138208,SM
138280,SM
138351,SM
138431,SM
138501,SM
138538,SM
138574,SM
138618,SM
180028,SM
180091,SM
138663,SM
138734,SM
138770,SM
138805,SM
138869,SM
138921,SM
139009,SM
139143,SM
139054,SM
139107,SM
139170,SM
139214,SM
139250,SM
139287,SM
139330,SM
139358,SM
139394,SM
155243,TM
155350,TM
155403,TM
156357,TM
155458,TM
156801,TM
157086,TM
155494,TM
158314,TM
155528,TM
155546,TM
155591,TM
155662,TM
155957,TM
155724,TM
155760,TM
155797,TM
155840,TM
155911,TM
159366,TM
156035,TM
156106,TM
156151,TM
159516,TM
156213,TM
156259,TM
156277,TM
159375,TM
156311,TM
156437,TM
156473,TM
156534,TM
156589,TM
156623,TM
156669,TM
159384,TM
156712,TM
156767,TM
155261,TM
156927,TM
159393,TM
157004,TM
157031,TM
159400,TM
155289,TM
157193,TM
157246,TM
157273,TM
155314,TM
157317,TM
159419,TM
159428,TM
157362,TM
157424,TM
157451,TM
157497,TM
159491,TM
157530,TM
157585,TM
157683,TM
157736,TM
157781,TM
157834,TM
157898,TM
157923,TM
157969,TM
158010,TM
159525,TM
159437,TM
159446,TM
158065,TM
158109,TM
159507,TM
158136,TM
158181,TM
158243,TM
158396,TM
158449,TM
159455,TM
158528,TM
158564,TM
158653,TM
158699,TM
158733,TM
158608,TM
158779,TM
159464,TM
158804,TM
158859,TM
158895,TM
159473,TM
158966,TM
159035,TM
159071,TM
159142,TM
159213,TM
159482,TM
159259,TM
159339,TM
